ticker,name,premium_code,free_code
PRQR,ProQR Therapeutics N.V.,EOD/PRQR,
PRSC,The Providence Service Corporation,EOD/PRSC,GOOG/NASDAQ_PRSC
PRSN,Perseon Corporation,EOD/PRSN,
PRSNW,Perseon Corporation,EOD/PRSNW,
PRSS,CafePress Inc.,EOD/PRSS,GOOG/NASDAQ_PRSS
PRTA,Prothena Corporation plc,EOD/PRTA,GOOG/NASDAQ_PRTA
PRTK,Paratek Pharmaceuticals,EOD/PRTK,
PRTO,Proteon Therapeutics,EOD/PRTO,
PRTS,U.S. Auto Parts Network,EOD/PRTS,GOOG/NASDAQ_PRTS
PRXI,Premier Exhibitions,EOD/PRXI,GOOG/NASDAQ_PRXI
PRXL,PAREXEL International Corporation,EOD/PRXL,GOOG/NASDAQ_PRXL
PRZM,Prism Technologies Group,EOD/PRZM,
PSAU,PowerShares Global Gold & Precious Metals Portfolio,EOD/PSAU,GOOG/NASDAQ_PSAU
PSBH,PSB Holdings,EOD/PSBH,GOOG/NASDAQ_PSBH
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,EOD/PSCC,GOOG/NASDAQ_PSCC
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,EOD/PSCD,GOOG/NASDAQ_PSCD
PSCE,PowerShares S&P SmallCap Energy Portfolio,EOD/PSCE,GOOG/NASDAQ_PSCE
PSCF,PowerShares S&P SmallCap Financials Portfolio,EOD/PSCF,GOOG/NASDAQ_PSCF
PSCH,PowerShares S&P SmallCap Health Care Portfolio,EOD/PSCH,GOOG/NASDAQ_PSCH
PSCI,PowerShares S&P SmallCap Industrials Portfolio,EOD/PSCI,GOOG/NASDAQ_PSCI
PSCM,PowerShares S&P SmallCap Materials Portfolio,EOD/PSCM,GOOG/NASDAQ_PSCM
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,EOD/PSCT,GOOG/NASDAQ_PSCT
PSCU,PowerShares S&P SmallCap Utilities Portfolio,EOD/PSCU,GOOG/NASDAQ_PSCU
PSDV,pSivida Corp.,EOD/PSDV,GOOG/NASDAQ_PSDV
PSEC,Prospect Capital Corporation,EOD/PSEC,GOOG/NASDAQ_PSEC
PSEM,Pericom Semiconductor Corporation,EOD/PSEM,GOOG/NASDAQ_PSEM
PSIX,Power Solutions International,EOD/PSIX,GOOG/NASDAQ_PSIX
PSMT,PriceSmart,EOD/PSMT,GOOG/NASDAQ_PSMT
PSTB,Park Sterling Corporation,EOD/PSTB,GOOG/NASDAQ_PSTB
PSTI,Pluristem Therapeutics,EOD/PSTI,GOOG/NASDAQ_PSTI
PSUN,Pacific Sunwear of California,EOD/PSUN,GOOG/NASDAQ_PSUN
PTC,PTC Inc.,EOD/PTC,GOOG/NASDAQ_PTC
PTCT,PTC Therapeutics,EOD/PTCT,GOOG/NASDAQ_PTCT
PTEN,Patterson-UTI Energy,EOD/PTEN,GOOG/NASDAQ_PTEN
PTIE,Pain Therapeutics,EOD/PTIE,GOOG/NASDAQ_PTIE
PTLA,Portola Pharmaceuticals,EOD/PTLA,GOOG/NASDAQ_PTLA
PTNR,Partner Communications Company Ltd.,EOD/PTNR,GOOG/NASDAQ_PTNR
PTSI,P.A.M. Transportation Services,EOD/PTSI,GOOG/NASDAQ_PTSI
PTX,Pernix Therapeutics Holdings,EOD/PTX,GOOG/NASDAQ_PTX
PTXP,PennTex Midstream Partners,EOD/PTXP,
PUB,People&#39;s Utah Bancorp,EOD/PUB,
PULB,Pulaski Financial Corp.,EOD/PULB,GOOG/NASDAQ_PULB
PULM,Pulmatrix,EOD/PULM,
PUMP,Asante Solutions,,
PVBC,Provident Bancorp,EOD/PVBC,
PVTB,PrivateBancorp,EOD/PVTB,GOOG/NASDAQ_PVTB
PVTBP,PrivateBancorp,EOD/PVTBP,GOOG/NASDAQ_PVTBP
PWOD,Penns Woods Bancorp,EOD/PWOD,GOOG/NASDAQ_PWOD
PWX,Providence and Worcester Railroad Company,EOD/PWX,GOOG/NASDAQ_PWX
PXLW,Pixelworks,EOD/PXLW,GOOG/NASDAQ_PXLW
PXS,Pyxis Tankers Inc.,EOD/PXS,
PYDS,Payment Data Systems,EOD/PYDS,
PYPL,PayPal Holdings,EOD/PYPL,
PZZA,Papa John&#39;S International,EOD/PZZA,GOOG/NASDAQ_PZZA
QABA,First Trust NASDAQ ABA Community Bank Index Fund,EOD/QABA,GOOG/NASDAQ_QABA
QADA,QAD Inc.,EOD/QADA,GOOG/NASDAQ_QADA
QADB,QAD Inc.,EOD/QADB,GOOG/NASDAQ_QADB
QAT,iShares MSCI Qatar Capped ETF,EOD/QAT,
QBAK,Qualstar Corporation,EOD/QBAK,GOOG/NASDAQ_QBAK
QCCO,QC Holdings,EOD/QCCO,GOOG/NASDAQ_QCCO
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,EOD/QCLN,GOOG/NASDAQ_QCLN
QCOM,QUALCOMM Incorporated,EOD/QCOM,GOOG/NASDAQ_QCOM
QCRH,QCR Holdings,EOD/QCRH,GOOG/NASDAQ_QCRH
QDEL,Quidel Corporation,EOD/QDEL,GOOG/NASDAQ_QDEL
QGEN,Qiagen N.V.,EOD/QGEN,GOOG/NASDAQ_QGEN
QINC,First Trust RBA Quality Income ETF,EOD/QINC,
QIWI,QIWI plc,EOD/QIWI,GOOG/NASDAQ_QIWI
QKLS,QKL Stores,EOD/QKLS,GOOG/NASDAQ_QKLS
QLC,FlexShares US Quality Large Cap Index Fund,EOD/QLC,
QLGC,QLogic Corporation,EOD/QLGC,GOOG/NASDAQ_QLGC
QLIK,Qlik Technologies Inc.,EOD/QLIK,GOOG/NASDAQ_QLIK
QLTI,QLT Inc.,EOD/QLTI,GOOG/NASDAQ_QLTI
QLYS,Qualys,EOD/QLYS,GOOG/NASDAQ_QLYS
QNST,QuinStreet,EOD/QNST,GOOG/NASDAQ_QNST
QPAC,Quinpario Acquisition Corp. 2,EOD/QPAC,GOOG/NASDAQ_QPAC
QPACU,Quinpario Acquisition Corp. 2,EOD/QPACU,GOOG/NASDAQ_QPACU
QPACW,Quinpario Acquisition Corp. 2,EOD/QPACW,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,EOD/QQEW,GOOG/NASDAQ_QQEW
QQQ,PowerShares QQQ Trust,EOD/QQQ,GOOG/NASDAQ_QQQ
QQQC,Global X NASDAQ China Technology ETF,EOD/QQQC,GOOG/NASDAQ_QQQC
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,EOD/QQQX,GOOG/NASDAQ_QQQX
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,EOD/QQXT,GOOG/NASDAQ_QQXT
QRHC,Quest Resource Holding Corporation.,EOD/QRHC,
QRVO,Qorvo,EOD/QRVO,
QSII,Quality Systems,EOD/QSII,GOOG/NASDAQ_QSII
QTEC,First Trust NASDAQ-100- Technology Index Fund,EOD/QTEC,GOOG/NASDAQ_QTEC
QTNT,Quotient Limited,EOD/QTNT,
QTWW,Quantum Fuel Systems Technologies Worldwide,EOD/QTWW,GOOG/NASDAQ_QTWW
QUIK,QuickLogic Corporation,EOD/QUIK,GOOG/NASDAQ_QUIK
QUMU,Qumu Corporation,EOD/QUMU,GOOG/NASDAQ_QUMU
QUNR,Qunar Cayman Islands Limited,EOD/QUNR,
QURE,uniQure N.V.,EOD/QURE,
QVCA,Liberty Interactive Corporation,EOD/QVCA,
QVCB,Liberty Interactive Corporation,EOD/QVCB,
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,EOD/QYLD,
RADA,Rada Electronics Industries Limited,EOD/RADA,GOOG/NASDAQ_RADA
RAIL,Freightcar America,EOD/RAIL,GOOG/NASDAQ_RAIL
RAND,Rand Capital Corporation,EOD/RAND,GOOG/NASDAQ_RAND
RARE,Ultragenyx Pharmaceutical Inc.,EOD/RARE,
RAVE,Rave Restaurant Group,EOD/RAVE,
RAVN,Raven Industries,EOD/RAVN,GOOG/NASDAQ_RAVN
RBCAA,Republic Bancorp,EOD/RBCAA,GOOG/NASDAQ_RBCAA
RBCN,Rubicon Technology,EOD/RBCN,GOOG/NASDAQ_RBCN
RBIO,rEVO Biologics,,
RBPAA,Royal Bancshares of Pennsylvania,EOD/RBPAA,GOOG/NASDAQ_RBPAA
RCII,Rent-A-Center Inc.,EOD/RCII,GOOG/NASDAQ_RCII
RCKY,Rocky Brands,EOD/RCKY,GOOG/NASDAQ_RCKY
RCMT,RCM Technologies,EOD/RCMT,GOOG/NASDAQ_RCMT
RCON,Recon Technology,EOD/RCON,GOOG/NASDAQ_RCON
RDCM,Radcom Ltd.,EOD/RDCM,GOOG/NASDAQ_RDCM
RDEN,Elizabeth Arden,EOD/RDEN,GOOG/NASDAQ_RDEN
RDHL,Redhill Biopharma Ltd.,EOD/RDHL,GOOG/NASDAQ_RDHL
RDI,Reading International Inc,EOD/RDI,GOOG/NASDAQ_RDI
RDIB,Reading International Inc,EOD/RDIB,GOOG/NASDAQ_RDIB
RDNT,RadNet,EOD/RDNT,GOOG/NASDAQ_RDNT
RDUS,Radius Health,EOD/RDUS,
RDVY,First Trust NASDAQ Rising Dividend Achievers ETF,EOD/RDVY,
RDWR,Radware Ltd.,EOD/RDWR,GOOG/NASDAQ_RDWR
RECN,Resources Connection,EOD/RECN,GOOG/NASDAQ_RECN
REDF,Rediff.com India Limited,EOD/REDF,GOOG/NASDAQ_REDF
REFR,Research Frontiers Incorporated,EOD/REFR,GOOG/NASDAQ_REFR
REGI,Renewable Energy Group,EOD/REGI,GOOG/NASDAQ_REGI
REGN,Regeneron Pharmaceuticals,EOD/REGN,GOOG/NASDAQ_REGN
REIS,Reis,EOD/REIS,GOOG/NASDAQ_REIS
RELL,Richardson Electronics,EOD/RELL,GOOG/NASDAQ_RELL
RELV,Reliv&#39; International,EOD/RELV,GOOG/NASDAQ_RELV
RELY,Real Industry,EOD/RELY,
RENT,Rentrak Corporation,EOD/RENT,GOOG/NASDAQ_RENT
REPH,Recro Pharma,EOD/REPH,
RESN,Resonant Inc.,EOD/RESN,
REXI,Resource America,EOD/REXI,GOOG/NASDAQ_REXI
REXX,Rex Energy Corporation,EOD/REXX,GOOG/NASDAQ_REXX
RFIL,RF Industries,EOD/RFIL,GOOG/NASDAQ_RFIL
RGCO,RGC Resources Inc.,EOD/RGCO,GOOG/NASDAQ_RGCO
RGEN,Repligen Corporation,EOD/RGEN,GOOG/NASDAQ_RGEN
RGLD,Royal Gold,EOD/RGLD,GOOG/NASDAQ_RGLD
RGLS,Regulus Therapeutics Inc.,EOD/RGLS,GOOG/NASDAQ_RGLS
RGNX,REGENXBIO Inc.,EOD/RGNX,
RGSE,Real Goods Solar,EOD/RGSE,
RIBT,RiceBran Technologies,EOD/RIBT,
RIBTW,RiceBran Technologies,EOD/RIBTW,
RICK,RCI Hospitality Holdings,EOD/RICK,GOOG/NASDAQ_RICK
RIGL,Rigel Pharmaceuticals,EOD/RIGL,GOOG/NASDAQ_RIGL
RILY,B. Riley Financial,EOD/RILY,
RITT,RIT Technologies Ltd.,EOD/RITT,GOOG/NASDAQ_RITT
RITTW,RIT Technologies Ltd.,EOD/RITTW,
RIVR,River Valley Bancorp.,EOD/RIVR,GOOG/NASDAQ_RIVR
RJET,Republic Airways Holdings,EOD/RJET,GOOG/NASDAQ_RJET
RKDA,Arcadia Biosciences,EOD/RKDA,
RLJE,RLJ Entertainment,EOD/RLJE,GOOG/NASDAQ_RLJE
RLOC,ReachLocal,EOD/RLOC,GOOG/NASDAQ_RLOC
RLOG,Rand Logistics,EOD/RLOG,GOOG/NASDAQ_RLOG
RLYP,Relypsa,EOD/RLYP,GOOG/NASDAQ_RLYP
RMBS,Rambus,EOD/RMBS,GOOG/NASDAQ_RMBS
RMCF,Rocky Mountain Chocolate Factory,EOD/RMCF,GOOG/NASDAQ_RMCF
RMGN,RMG Networks Holding Corporation,EOD/RMGN,GOOG/NASDAQ_RMGN
RMI,RiverBanc Multifamily Investors,,
RMTI,Rockwell Medical,EOD/RMTI,GOOG/NASDAQ_RMTI
RNET,RigNet,EOD/RNET,GOOG/NASDAQ_RNET
RNST,Renasant Corporation,EOD/RNST,GOOG/NASDAQ_RNST
RNVA,Rennova Health,EOD/RNVA,
RNWK,RealNetworks,EOD/RNWK,GOOG/NASDAQ_RNWK
ROBO,Robo-Stox Global Robotics and Automation Index ETF,EOD/ROBO,GOOG/NASDAQ_ROBO
ROCK,Gibraltar Industries,EOD/ROCK,GOOG/NASDAQ_ROCK
ROIA,Radio One,EOD/ROIA,GOOG/NASDAQ_ROIA
ROIAK,Radio One,EOD/ROIAK,GOOG/NASDAQ_ROIAK
ROIC,Retail Opportunity Investments Corp.,EOD/ROIC,GOOG/NASDAQ_ROIC
ROKA,Roka Bioscience,EOD/ROKA,
ROLL,RBC Bearings Incorporated,EOD/ROLL,GOOG/NASDAQ_ROLL
ROSG,Rosetta Genomics Ltd.,EOD/ROSG,GOOG/NASDAQ_ROSG
ROST,Ross Stores,EOD/ROST,GOOG/NASDAQ_ROST
ROVI,Rovi Corporation,EOD/ROVI,GOOG/NASDAQ_ROVI
ROYL,Royale Energy,EOD/ROYL,GOOG/NASDAQ_ROYL
RP,RealPage,EOD/RP,GOOG/NASDAQ_RP
RPD,Rapid7,EOD/RPD,
RPRX,Repros Therapeutics Inc.,EOD/RPRX,GOOG/NASDAQ_RPRX
RPRXW,Repros Therapeutics Inc.,EOD/RPRXW,
RPRXZ,Repros Therapeutics Inc.,EOD/RPRXZ,GOOG/NASDAQ_RPRXZ
RPTP,Raptor Pharmaceutical Corp.,EOD/RPTP,GOOG/NASDAQ_RPTP
RPXC,RPX Corporation,EOD/RPXC,GOOG/NASDAQ_RPXC
RRD,R.R. Donnelley & Sons Company,EOD/RRD,GOOG/NASDAQ_RRD
RRGB,Red Robin Gourmet Burgers,EOD/RRGB,GOOG/NASDAQ_RRGB
RRM,RR Media Ltd.,EOD/RRM,
RSAS,RESAAS Services Inc.,,
RSTI,Rofin-Sinar Technologies,EOD/RSTI,GOOG/NASDAQ_RSTI
RSYS,RadiSys Corporation,EOD/RSYS,GOOG/NASDAQ_RSYS
RTIX,RTI Surgical,EOD/RTIX,GOOG/NASDAQ_RTIX
RTK,Rentech,EOD/RTK,GOOG/NASDAQ_RTK
RTRX,Retrophin,EOD/RTRX,
RTTR,Ritter Pharmaceuticals,EOD/RTTR,
RUN,Sunrun Inc.,EOD/RUN,
RUSHA,Rush Enterprises,EOD/RUSHA,GOOG/NASDAQ_RUSHA
RUSHB,Rush Enterprises,EOD/RUSHB,GOOG/NASDAQ_RUSHB
RUTH,Ruth&#39;s Hospitality Group,EOD/RUTH,GOOG/NASDAQ_RUTH
RVLT,Revolution Lighting Technologies,EOD/RVLT,GOOG/NASDAQ_RVLT
RVNC,Revance Therapeutics,EOD/RVNC,
RVSB,Riverview Bancorp Inc,EOD/RVSB,GOOG/NASDAQ_RVSB
RWLK,ReWalk Robotics Ltd,EOD/RWLK,
RXDX,Ignyta,EOD/RXDX,
RXII,RXI Pharmaceuticals Corporation,EOD/RXII,
RYAAY,Ryanair Holdings plc,EOD/RYAAY,GOOG/NASDAQ_RYAAY
SAAS,inContact,EOD/SAAS,GOOG/NASDAQ_SAAS
SABR,Sabre Corporation,EOD/SABR,
SAEX,SAExploration Holdings,EOD/SAEX,GOOG/NASDAQ_SAEX
SAFM,Sanderson Farms,EOD/SAFM,GOOG/NASDAQ_SAFM
SAFT,Safety Insurance Group,EOD/SAFT,GOOG/NASDAQ_SAFT
SAGE,Sage Therapeutics,EOD/SAGE,
SAIA,Saia,EOD/SAIA,GOOG/NASDAQ_SAIA
SAJA,Sajan,EOD/SAJA,
SAL,Salisbury Bancorp,EOD/SAL,GOOG/NASDAQ_SAL
SALE,RetailMeNot,EOD/SALE,GOOG/NASDAQ_SALE
SALM,Salem Media Group,EOD/SALM,GOOG/NASDAQ_SALM
SAMG,Silvercrest Asset Management Group Inc.,EOD/SAMG,GOOG/NASDAQ_SAMG
SANM,Sanmina Corporation,EOD/SANM,GOOG/NASDAQ_SANM
SANW,S&W Seed Company,EOD/SANW,GOOG/NASDAQ_SANW
SASR,Sandy Spring Bancorp,EOD/SASR,GOOG/NASDAQ_SASR
SATS,EchoStar Corporation,EOD/SATS,GOOG/NASDAQ_SATS
SAUC,Diversified Restaurant Holdings,EOD/SAUC,
SAVE,Spirit Airlines,EOD/SAVE,GOOG/NASDAQ_SAVE
SBAC,SBA Communications Corporation,EOD/SBAC,GOOG/NASDAQ_SBAC
SBBP,Strongbridge Biopharma plc,EOD/SBBP,
SBBX,Sussex Bancorp,EOD/SBBX,GOOG/NASDAQ_SBBX
SBCF,Seacoast Banking Corporation of Florida,EOD/SBCF,GOOG/NASDAQ_SBCF
SBCP,Sunshine Bancorp,EOD/SBCP,
SBFG,SB Financial Group,EOD/SBFG,GOOG/NASDAQ_SBFG
SBFGP,SB Financial Group,EOD/SBFGP,
SBGI,Sinclair Broadcast Group,EOD/SBGI,GOOG/NASDAQ_SBGI
SBLK,Star Bulk Carriers Corp.,EOD/SBLK,GOOG/NASDAQ_SBLK
SBLKL,Star Bulk Carriers Corp.,EOD/SBLKL,
SBNY,Signature Bank,EOD/SBNY,GOOG/NASDAQ_SBNY
SBNYW,Signature Bank,EOD/SBNYW,
SBOT,Stellar Biotechnologies,EOD/SBOT,
SBRA,Sabra Healthcare REIT,EOD/SBRA,GOOG/NASDAQ_SBRA
SBRAP,Sabra Healthcare REIT,EOD/SBRAP,GOOG/NASDAQ_SBRAP
SBSA,Spanish Broadcasting System,EOD/SBSA,GOOG/NASDAQ_SBSA
SBSI,Southside Bancshares,EOD/SBSI,GOOG/NASDAQ_SBSI
SBUX,Starbucks Corporation,EOD/SBUX,GOOG/NASDAQ_SBUX
SCAI,Surgical Care Affiliates,EOD/SCAI,GOOG/NASDAQ_SCAI
SCHL,Scholastic Corporation,EOD/SCHL,GOOG/NASDAQ_SCHL
SCHN,Schnitzer Steel Industries,EOD/SCHN,GOOG/NASDAQ_SCHN
SCLN,SciClone Pharmaceuticals,EOD/SCLN,GOOG/NASDAQ_SCLN
SCMP,Sucampo Pharmaceuticals,EOD/SCMP,GOOG/NASDAQ_SCMP
SCON,Superconductor Technologies Inc.,EOD/SCON,GOOG/NASDAQ_SCON
SCOR,comScore,EOD/SCOR,GOOG/NASDAQ_SCOR
SCSC,ScanSource,EOD/SCSC,GOOG/NASDAQ_SCSC
SCSS,Select Comfort Corporation,EOD/SCSS,GOOG/NASDAQ_SCSS
SCTY,SolarCity Corporation,EOD/SCTY,GOOG/NASDAQ_SCTY
SCVL,Shoe Carnival,EOD/SCVL,GOOG/NASDAQ_SCVL
SCYX,SCYNEXIS,EOD/SCYX,
SEAC,SeaChange International,EOD/SEAC,GOOG/NASDAQ_SEAC
SEDG,SolarEdge Technologies,EOD/SEDG,
SEED,Origin Agritech Limited,EOD/SEED,GOOG/NASDAQ_SEED
SEIC,SEI Investments Company,EOD/SEIC,GOOG/NASDAQ_SEIC
SEMI,SunEdison Semiconductor Limited,EOD/SEMI,
SENEA,Seneca Foods Corp.,EOD/SENEA,GOOG/NASDAQ_SENEA
SENEB,Seneca Foods Corp.,EOD/SENEB,GOOG/NASDAQ_SENEB
SEV,Sevcon,EOD/SEV,GOOG/NASDAQ_SEV
SFBC,Sound Financial Bancorp,EOD/SFBC,GOOG/NASDAQ_SFBC
SFBS,ServisFirst Bancshares,EOD/SFBS,
SFLY,Shutterfly,EOD/SFLY,GOOG/NASDAQ_SFLY
SFM,Sprouts Farmers Market,EOD/SFM,GOOG/NASDAQ_SFM
SFNC,Simmons First National Corporation,EOD/SFNC,GOOG/NASDAQ_SFNC
SFST,Southern First Bancshares,EOD/SFST,GOOG/NASDAQ_SFST
SFXE,SFX Entertainment,EOD/SFXE,GOOG/NASDAQ_SFXE
SGBK,Stonegate Bank,EOD/SGBK,
SGC,Superior Uniform Group,EOD/SGC,GOOG/NASDAQ_SGC
SGEN,Seattle Genetics,EOD/SGEN,GOOG/NASDAQ_SGEN
SGI,Silicon Graphics International Corp,EOD/SGI,GOOG/NASDAQ_SGI
SGMA,SigmaTron International,EOD/SGMA,GOOG/NASDAQ_SGMA
SGMO,Sangamo BioSciences,EOD/SGMO,GOOG/NASDAQ_SGMO
SGMS,Scientific Games Corp,EOD/SGMS,GOOG/NASDAQ_SGMS
SGNL,Signal Genetics,EOD/SGNL,
SGNT,Sagent Pharmaceuticals,EOD/SGNT,GOOG/NASDAQ_SGNT
SGOC,SGOCO Group,EOD/SGOC,GOOG/NASDAQ_SGOC
SGRP,SPAR Group,EOD/SGRP,GOOG/NASDAQ_SGRP
SGRY,Surgery Partners,EOD/SGRY,
SGYP,Synergy Pharmaceuticals,EOD/SGYP,GOOG/NASDAQ_SGYP
SGYPU,Synergy Pharmaceuticals,EOD/SGYPU,GOOG/NASDAQ_SGYPU
SGYPW,Synergy Pharmaceuticals,EOD/SGYPW,
SHBI,Shore Bancshares Inc,EOD/SHBI,GOOG/NASDAQ_SHBI
SHEN,Shenandoah Telecommunications Co,EOD/SHEN,GOOG/NASDAQ_SHEN
SHIP,Seanergy Maritime Holdings Corp,EOD/SHIP,GOOG/NASDAQ_SHIP
SHLD,Sears Holdings Corporation,EOD/SHLD,GOOG/NASDAQ_SHLD
SHLDW,Sears Holdings Corporation,EOD/SHLDW,
SHLM,A. Schulman,EOD/SHLM,GOOG/NASDAQ_SHLM
SHLO,Shiloh Industries,EOD/SHLO,GOOG/NASDAQ_SHLO
SHOO,Steven Madden,EOD/SHOO,GOOG/NASDAQ_SHOO
SHOR,ShoreTel,EOD/SHOR,GOOG/NASDAQ_SHOR
SHOS,Sears Hometown and Outlet Stores,EOD/SHOS,GOOG/NASDAQ_SHOS
SHPG,Shire plc,EOD/SHPG,GOOG/NASDAQ_SHPG
SIAL,Sigma-Aldrich Corporation,EOD/SIAL,GOOG/NASDAQ_SIAL
SIBC,State Investors Bancorp,EOD/SIBC,GOOG/NASDAQ_SIBC
SIEB,Siebert Financial Corp.,EOD/SIEB,GOOG/NASDAQ_SIEB
SIEN,Sientra,EOD/SIEN,
SIFI,SI Financial Group,EOD/SIFI,GOOG/NASDAQ_SIFI
SIFY,Sify Technologies Limited,EOD/SIFY,GOOG/NASDAQ_SIFY
SIGI,Selective Insurance Group,EOD/SIGI,GOOG/NASDAQ_SIGI
SIGM,Sigma Designs,EOD/SIGM,GOOG/NASDAQ_SIGM
SILC,Silicom Ltd,EOD/SILC,GOOG/NASDAQ_SILC
SIMO,Silicon Motion Technology Corporation,EOD/SIMO,GOOG/NASDAQ_SIMO
SINA,Sina Corporation,EOD/SINA,GOOG/NASDAQ_SINA
SINO,Sino-Global Shipping America,EOD/SINO,GOOG/NASDAQ_SINO
SIRI,Sirius XM Holdings Inc.,EOD/SIRI,GOOG/NASDAQ_SIRI
SIRO,Sirona Dental Systems,EOD/SIRO,GOOG/NASDAQ_SIRO
SITO,SITO Mobile,EOD/SITO,
SIVB,SVB Financial Group,EOD/SIVB,GOOG/NASDAQ_SIVB
SIVBO,SVB Financial Group,EOD/SIVBO,GOOG/NASDAQ_SIVBO
SIXD,6D Global Technologies,EOD/SIXD,
SKBI,Skystar Bio-Pharmaceutical Company,EOD/SKBI,GOOG/NASDAQ_SKBI
SKIS,Peak Resorts,EOD/SKIS,
SKLN,Skyline Medical Inc.,EOD/SKLN,
SKLNU,Skyline Medical Inc.,EOD/SKLNU,
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,EOD/SKOR,
SKUL,Skullcandy,EOD/SKUL,GOOG/NASDAQ_SKUL
SKYS,Sky Solar Holdings,EOD/SKYS,
SKYW,SkyWest,EOD/SKYW,GOOG/NASDAQ_SKYW
SKYY,First Trust ISE Cloud Computing Index Fund,EOD/SKYY,GOOG/NASDAQ_SKYY
SLAB,Silicon Laboratories,EOD/SLAB,GOOG/NASDAQ_SLAB
SLCT,Select Bancorp,EOD/SLCT,
SLGN,Silgan Holdings Inc.,EOD/SLGN,GOOG/NASDAQ_SLGN
SLM,SLM Corporation,EOD/SLM,GOOG/NASDAQ_SLM
SLMAP,SLM Corporation,EOD/SLMAP,GOOG/NASDAQ_SLMAP
SLMBP,SLM Corporation,EOD/SLMBP,GOOG/NASDAQ_SLMBP
SLP,Simulations Plus,EOD/SLP,GOOG/NASDAQ_SLP
SLRC,Solar Capital Ltd.,EOD/SLRC,GOOG/NASDAQ_SLRC
SLTD,Solar3D,EOD/SLTD,
SLVO,Credit Suisse Ag,EOD/SLVO,GOOG/NASDAQ_SLVO
SMBC,Southern Missouri Bancorp,EOD/SMBC,GOOG/NASDAQ_SMBC
SMCI,Super Micro Computer,EOD/SMCI,GOOG/NASDAQ_SMCI
SMCP,AlphaMark Actively Managed Small Cap ETF,EOD/SMCP,
SMED,Sharps Compliance Corp,EOD/SMED,GOOG/NASDAQ_SMED
SMIT,Schmitt Industries,EOD/SMIT,GOOG/NASDAQ_SMIT
SMLR,Semler Scientific,EOD/SMLR,
SMMF,Summit Financial Group,EOD/SMMF,GOOG/NASDAQ_SMMF
SMMT,Summit Therapeutics plc,EOD/SMMT,
SMRT,Stein Mart,EOD/SMRT,GOOG/NASDAQ_SMRT
SMSI,Smith Micro Software,EOD/SMSI,GOOG/NASDAQ_SMSI
SMT,SMART Technologies Inc.,EOD/SMT,GOOG/NASDAQ_SMT
SMTC,Semtech Corporation,EOD/SMTC,GOOG/NASDAQ_SMTC
SMTP,SMTP,EOD/SMTP,
SMTX,SMTC Corporation,EOD/SMTX,GOOG/NASDAQ_SMTX
SNAK,Inventure Foods,EOD/SNAK,GOOG/NASDAQ_SNAK
SNBC,Sun Bancorp,EOD/SNBC,GOOG/NASDAQ_SNBC
SNC,State National Companies,EOD/SNC,
SNCR,Synchronoss Technologies,EOD/SNCR,GOOG/NASDAQ_SNCR
SNDE,Sundance Energy Australia Limited,,
SNDK,SanDisk Corporation,EOD/SNDK,GOOG/NASDAQ_SNDK
SNDX,Syndax Pharmaceuticals,,
SNFCA,Security National Financial Corporation,EOD/SNFCA,GOOG/NASDAQ_SNFCA
SNHY,Sun Hydraulics Corporation,EOD/SNHY,GOOG/NASDAQ_SNHY
SNMX,Senomyx,EOD/SNMX,GOOG/NASDAQ_SNMX
SNPS,Synopsys,EOD/SNPS,GOOG/NASDAQ_SNPS
SNSS,Sunesis Pharmaceuticals,EOD/SNSS,GOOG/NASDAQ_SNSS
SNTA,Synta Pharmaceuticals Corp.,EOD/SNTA,GOOG/NASDAQ_SNTA
SOCB,Southcoast Financial Corporation,EOD/SOCB,GOOG/NASDAQ_SOCB
SOCL,Global X Social Media Index ETF,EOD/SOCL,GOOG/NASDAQ_SOCL
SODA,SodaStream International Ltd.,EOD/SODA,GOOG/NASDAQ_SODA
SOFO,Sonic Foundry,EOD/SOFO,GOOG/NASDAQ_SOFO
SOHO,Sotherly Hotels Inc.,EOD/SOHO,GOOG/NASDAQ_SOHO
SOHOL,Sotherly Hotels LP,EOD/SOHOL,
SOHOM,Sotherly Hotels LP,EOD/SOHOM,
SOHU,Sohu.com Inc.,EOD/SOHU,GOOG/NASDAQ_SOHU
SONA,Southern National Bancorp of Virginia,EOD/SONA,GOOG/NASDAQ_SONA
SONC,Sonic Corp.,EOD/SONC,GOOG/NASDAQ_SONC
SONS,Sonus Networks,EOD/SONS,GOOG/NASDAQ_SONS
SORL,SORL Auto Parts,EOD/SORL,GOOG/NASDAQ_SORL
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,EOD/SOXX,GOOG/NASDAQ_SOXX
SP,SP Plus Corporation,EOD/SP,
SPAN,Span-America Medical Systems,EOD/SPAN,GOOG/NASDAQ_SPAN
SPAR,Spartan Motors,EOD/SPAR,GOOG/NASDAQ_SPAR
